key,canonical_count,legacy_count,legacy_sample
shake disease | seize,2,2,Shake the Disease / Seize
angel | sepultura,3,3,Angel / Sepultura
at night | shakedown,2,2,At Night / Shakedown
first aid kit running up that hill live at rock werchter | sheen gekoo,2,2,First Aid Kit - Running Up That Hill (Kate Bush Cover) live at Rock Werchter / Sheen Gekoo
enter sandman | shel,2,2,Enter Sandman / SHEL
major tom | shiny toy guns,2,2,Major Tom (Coming Home) / Shiny Toy Guns
into dust | shrouded king,2,2,Into Dust / Shrouded King
california dreamin | sia,2,2,California Dreamin / Sia
under milky way | sia,2,2,Under the Milky Way / Sia
unforgettable | sia,2,2,Unforgettable / Sia
viva la vida | sierra eagleson,3,3,Viva la Vida / Sierra Eagleson
shine | sierra hull and all star jam,2,2,Shine / Sierra Hull & All Star Jam
driven to tears | sierra hurtt,2,2,Driven to Tears / Sierra Hurtt
eleanor rigby | sierra hurtt,2,2,Eleanor Rigby / Sierra Hurtt
yellow | sierra hurtt,2,2,"Yellow (From ""Falling Stars"") / Sierra Hurtt"
glosoli | sigur ros,2,1,Glósóli / SIGUR RÓS
hoppipolla | sigur ros,3,2,Hoppipolla / SIGUR RÓS
toy soldiers | silversun pickups,2,2,Toy Soldiers / Silversun Pickups
dont you | simple minds,2,2,Don't You (Forget About Me) / Simple Minds
cities in dust | siouxsie and banshees,3,3,Cities In Dust / Siouxsie And The Banshees
tori kelly crazy seal cover live siriusxm hits 1 | siriusxm hits 1,2,2,"Tori Kelly ""Crazy"" Seal Cover Live @ SiriusXM // Hits 1 / SiriusXM Hits 1"
sixfornine here comes rain again | sixfornine,2,2,SiXforNinE - Here comes the rain again (Eurythmics cover) / SiXforNinE
chasing cars | sleeping at last,2,2,Chasing Cars / Sleeping at Last
every little thing she does is magic | sleeping at last,2,2,Every Little Thing She Does Is Magic / Sleeping at Last
private eyes | sleeping at last,2,2,Private Eyes / Sleeping at Last
glory box | slowthai,2,2,Glory Box / Slowthai
all i need | small is beautiful,2,2,All I Need / Small Is Beautiful
baker street | small is beautiful,2,2,Baker Street / Small Is Beautiful
friday im in love | small is beautiful,3,3,Friday I'm in Love / Small Is Beautiful
logical song | small is beautiful,2,2,Logical Song / Small Is Beautiful
policy of truth | small is beautiful,3,3,Policy of Truth / Small Is Beautiful
red rain | small is beautiful,2,2,Red Rain / Small Is Beautiful
running up that hill | small is beautiful,2,2,Running Up That Hill / Small Is Beautiful
sweet dreams | small is beautiful,2,2,Sweet Dreams / Small Is Beautiful
1979 | smashing pumpkins,2,2,1979 / Smashing Pumpkins
cherub rock | smashing pumpkins,2,2,Cherub Rock / Smashing Pumpkins
eye | smashing pumpkins,2,2,Eye / Smashing Pumpkins
rebel yell | smith and myers,2,2,Rebel Yell / Smith & Myers
how soon is now | snake river conspiracy,2,2,How Soon Is Now? / Snake River Conspiracy
6 underground | sneaker pimps,4,4,6 Underground / Sneaker Pimps
spin spin sugar | sneaker pimps,2,2,Spin Spin Sugar / Sneaker Pimps
chasing cars | snow patrol,2,2,Chasing Cars / Snow Patrol
sofa rockers | sofa surfers,2,2,Sofa Rockers / Sofa Surfers
erase rewind | something real,2,2,Erase / Rewind (Acoustic-Pella) / Something Real
rumblefish | soulsavers,2,2,Rumblefish / Soulsavers
black hole sun | soundgarden,2,2,Black Hole Sun / Soundgarden
billy idol rebel yell | spice shack,2,2,Billy Idol -  Rebel Yell (Live In New York) / Spice Shack
bloodstream | stateless,3,3,Bloodstream / Stateless
safe and sound | stereo dub,2,2,Safe and Sound (feat. Karen Souza) / Stereo Dub
eirt des flun | stervhia,2,1,Eirt des flun / Stervhïa
nit kraet | stervhia,2,1,Nit kraet / Stervhïa
shaut zerk | stervhia,2,1,Shäut zerk (Demo version) / Stervhïa
soeltaar | stervhia,2,1,Soëltaär / Stervhïa
highwayman | steven mcmorran,2,2,Highwayman / Steven McMorran
edge of seventeen | stevie nicks,2,2,Edge of Seventeen / Stevie Nicks
desert rose | sting,3,3,Desert Rose / Sting
wicked game | stone sour,4,4,Wicked Game / Stone Sour
50 ways to leave your lover | stories,3,3,50 Ways To Leave Your Lover (feat. Sarah Dugas) / stories
bad guy | stories,3,3,bad guy (feat. Kenton Chen) / stories
black hole sun | stories,3,3,Black Hole Sun (feat. Jennah Bell) / stories
dancing queen | stories,3,3,Dancing Queen (feat. Lizzy McAlpine) / stories
electric feel | stories,3,3,Electric Feel (feat. Nataly Dawn) / stories
high and dry | stories,3,3,High and Dry (feat. Rett Madison) / stories
pumped up kicks | stories,3,3,Pumped Up Kicks (feat. Therese Curatolo) / stories
middle | stories,3,3,The Middle (feat. Morgan James) / stories
with or without you | stories,3,3,With Or Without You (feat. Morgan James) / stories
play game | stories monica martin and ymusic,2,2,"Play the Game / stories, Monica Martin & yMusic"
cant find my way home | styx,2,2,Can't Find My Way Home / Styx
locomotive breath | styx,2,2,Locomotive Breath / Styx
clumsy | stephane pompougnac,2,1,Clumsy Feat. Michael Stipe / Stéphane Pompougnac
latin cha cha | stephane pompougnac,2,1,Latin cha cha / Stéphane Pompougnac
needle and damage done | sulf,3,3,Needle and the Damage Done / Sulf
axel f | sunlike brothers,3,3,Axel F / Sunlike Brothers
i kissed a girl | sunlike brothers and lanne,2,2,I Kissed a Girl / Sunlike Brothers & LANNÉ
firework | sunlike brothers and max fail,2,2,Firework / Sunlike Brothers & Max Fail
i kissed a girl | sunlike brothers lanne,2,2,"I Kissed A Girl / Sunlike Brothers, LANNe,"
this must be place | sure sure,2,2,This Must Be The Place / Sure Sure
toms diner | suzanne vega,2,2,Tom's Diner / Suzanne Vega
tessellate | sweven mi9pxzz8c2a,2,2,Tessellate / Sweven$$$_mI9pXZz8c2a
weeping willow | sebastien schuller,2,1,Weeping Willow / Sébastien Schuller
la ritournelle | sebastien tellier,2,1,La Ritournelle / Sébastien Tellier
le long de la riviere tendre | sebastien tellier,2,1,Le long de la rivière tendre / Sébastien Tellier
heart and soul | tpau,3,3,Heart And Soul / T'Pau
how soon is now | t a t u,2,3,How Soon Is Now (cover) / t.A.T.u.
sweet child o mine | taken by trees,2,2,Sweet Child o' Mine / Taken by Trees
1 crush | taleen kali,2,2,#1 Crush / Taleen Kali
its my life | talk talk,2,2,It's My Life / Talk Talk
talk talk | talk talk,2,2,Talk Talk / Talk Talk
burning down house | talking heads,3,3,Burning Down the House / Talking Heads
once in a lifetime | talking heads,2,2,Once in a Lifetime / Talking Heads
take me to river | talking heads,2,2,Take Me to the River (2005 Remaster) / Talking Heads
supermans dead tamara weber fillion | tamara weber fillion,2,2,Superman's Dead - Tamara-Weber-Fillion / Tamara Weber-Fillion
royals | taryn southern,2,2,Royals / Taryn Southern
electric feel | tash sultana,3,3,Electric Feel / Tash Sultana
sleeping satellite | tasmin archer,2,2,Sleeping Satellite / Tasmin Archer
ashes to ashes | tears for fears,2,2,Ashes to Ashes / Tears for Fears
everybody wants to rule world | tears for fears,2,2,Everybody Wants To Rule The World / Tears For Fears
head over heels | tears for fears,2,2,Head Over Heels / Tears for Fears
shout | tears for fears,2,2,Shout / Tears For Fears
sowing seeds of love | tears for fears,2,2,Sowing the Seeds of Love / Tears for Fears
dont stop believin | teddy swims,2,2,Don't Stop Believin / Teddy Swims
crazy | teemid,2,2,Crazy (Radio Mix) (feat. Joie Tan) / TEEMID
electric feel | teemid,2,2,Electric Feel / TEEMID
somewhere only we know | teemid,2,2,Somewhere Only We Know / TEEMID
wonderwall | teemid,2,2,Wonderwall / TEEMID
breathe | telepopmusik,4,4,Breathe / Telepopmusik
bad guy | ten second songs,2,2,bad guy / Ten Second Songs
bad guy in style of breaking benjamin | ten second songs,3,3,bad guy in the style of Breaking Benjamin / Ten Second Songs
creep in style of deftones | ten second songs,2,2,Creep in the style of Deftones / Ten Second Songs
korn freak on a leash in style of b b king | ten second songs,2,2,KoRn - Freak On a Leash in the Style of B.B. King / Ten Second Songs
smells like teen spirit | ten second songs,2,2,Smells Like Teen Spirit / Ten Second Songs
welcome to jungle in style of rammstein | tensecondsongs,2,2,Welcome to the Jungle in the style of RAMMSTEIN / TenSecondSongs
games people play | alan parsons project,2,2,Games People Play / The Alan Parsons Project
rain in summertime | alarm,2,2,Rain in the Summertime / The Alarm
video killed radio star | alarm,2,2,Video Killed the Radio Star / The Alarm
beat goes on | all seeing i,2,2,Beat Goes On / The All Seeing I
moments in love | art of noise,2,2,Moments In Love / THE ART OF NOISE
dont change | audreys,2,2,Don't Change / The Audreys
love shack | b 52s,1,2,Love Shack / The B 52's
roam | b 52s,1,2,Roam / The B 52's
royals | baseballs,2,2,Royals / The Baseballs
driving me mad | blue raincoats x7dvgczlmms,2,2,Driving Me Mad / The Blue Raincoats$$$_X7DVGCZlMMs
video killed radio star | buggles,2,2,Video Killed The Radio Star / The Buggles
i still believe | call,2,2,I Still Believe / The Call
and then you kissed me | cardigans,2,2,And Then You Kissed Me / The Cardigans
erase rewind | cardigans,3,3,Erase / Rewind / The Cardigans
for what its worth | cardigans,2,2,For What It's Worth / The Cardigans
block rockin beats | chemical brothers,2,2,Block Rockin' Beats / The Chemical Brothers
under milky way | church,4,4,Under the Milky Way / The Church
all that you give | cinematic orchestra,2,2,All That You Give / The Cinematic Orchestra
sour times | civil wars,2,2,Sour Times / The Civil Wars
rock casbah | clash,2,2,Rock the Casbah / The Clash
mark hollis | colour of spring,2,2,Mark Hollis / The Colour of Spring
dont leave me this way | communards,2,2,Don't Leave Me This Way / The Communards
lady in red | cooltrane quartet,2,2,The Lady in Red / The Cooltrane Quartet
wonderwall | cooltrane quartet,2,2,Wonderwall / The Cooltrane Quartet
bittersweet symphony | crown fort nowhere and emma allaway,2,2,"Bittersweet Symphony / The Crown, Fort Nowhere & Emma Allaway"
name of game | crystal method,2,2,Name Of The Game / The Crystal Method
trip like i do | crystal method,2,2,Trip Like I Do / The Crystal Method
a forest | cure,2,2,A Forest / The Cure
close to me | cure,3,3,Close to Me / The Cure
fascination street | cure,3,3,Fascination Street / The Cure
lovesong | cure,2,2,Lovesong / The Cure
why cant i be you | cure,2,2,Why Can't I Be You? / The Cure
once in a lifetime | cutters jqjjtjqy5mg,2,2,Once In a Lifetime / The Cutters$$$_jqjjtjQY5Mg
stand or fall | fixx,2,2,Stand Or Fall (Re-recorded / Remastered) / The Fixx
gin and juice | gourds,2,2,Gin and Juice / The Gourds
all you zombies | hooters,2,2,All You Zombies / The Hooters
adam levine performs purple rain at howard stern birthday bash on siriusxm | howard stern show,2,2,"Adam Levine Performs ""Purple Rain"" at the Howard Stern Birthday Bash on SiriusXM / The Howard Stern Show"
staves im on fire influences | influences,2,2,The Staves - I'm On Fire (Bruce Springsteen) | The Influences / The Influences
royals by lorde covered by neon jungle for line of best fit | line of best fit,2,2,"Royals"" by Lorde covered by Neon Jungle for The Line of Best Fit / The Line of Best Fit"
creep | macarons project,3,3,Creep / The Macarons Project
send me an angel | megas,2,2,Send Me an Angel / The Megas
sunglasses at night | megas,2,2,Sunglasses at Night / The Megas
sooner or later | mighty high heels,2,2,Sooner or Later / The Mighty High Heels
butterfly on a wheel | mission u k,2,2,Butterfly on a Wheel / The Mission U.K.
wouldnt it be good | molly ringwalds,2,2,Wouldn't It Be Good / The Molly Ringwalds
africa | moon loungers,2,2,Africa / The Moon Loungers
its a sin | moon loungers,2,2,It's a Sin / The Moon Loungers
mr blue sky | moon loungers,3,3,Mr Blue Sky (Acoustic Cover) / The Moon Loungers
rio | moon loungers,2,2,Rio / The Moon Loungers
take on me | moon loungers,2,2,Take on Me / The Moon Loungers
under pressure | moon loungers,2,2,Under Pressure / The Moon Loungers
debaser | pixies,2,2,Debaser / The Pixies
breathe | prodigy,2,2,Breathe / The Prodigy
firestarter | prodigy,2,2,Firestarter / The Prodigy
wild horses | riders,2,2,Wild Horses / The Riders
start me up | rolling stones,2,2,Start Me Up / The Rolling Stones
talking in your sleep | romantics,2,2,Talking in Your Sleep / The Romantics
what i like about you | romantics,1,2,What I Like About You / The Romantics
dreams acoustic cover by running mates | running mates,2,2,"Dreams"" - (Fleetwood Mac) Acoustic Cover by The Running Mates / The Running Mates"
linger | running mates,2,2,Linger / The Running Mates
whats up | running mates,2,2,What's Up? / The Running Mates
tessellate | self escape,2,2,Tessellate / The Self-Escape
blood and roses | smithereens,2,2,Blood And Roses / The Smithereens
i am a man of constant sorrow | soggy bottom boys,3,3,I Am a Man of Constant Sorrow / The Soggy Bottom Boys
i am a man of constant sorrow | soggy bottom boys dan tyminski,2,2,"I Am A Man Of Constant Sorrow / The Soggy Bottom Boys, Dan Tyminski"
fools gold | stone roses,2,2,Fools Gold / THE STONE ROSES
sweet disposition | temper trap,4,4,Sweet Disposition / The Temper Trap
under milky way | temper trap,2,2,Under the Milky Way / The Temper Trap
love is stronger than death | ,2,1,Love Is Stronger Than Death / The The
bitter sweet symphony | verve,2,2,Bitter Sweet Symphony / The Verve
eminence front | who,1,2,Eminence Front / The Who
this must be place talking heads | wildwoods,2,2,This Must Be the Place (Naive Melody) - Talking Heads (cover) / The Wildwoods
chandelier | wind and wave,2,2,Chandelier / The Wind and The Wave
dont you | wind and wave,2,2,Don't You (Forget About Me) / The Wind and The Wave
edge of seventeen | wind and wave,2,2,Edge of Seventeen / The Wind and The Wave
gold guns girls | wind and wave,2,2,Gold Guns Girls / The Wind and The Wave
time after time | wind and wave,2,2,Time After Time / The Wind and The Wave
lebanese blonde | thievery corporation,2,2,Lebanese Blonde / Thievery Corporation
boys are back in town | thin lizzy,2,2,The Boys Are Back in Town / Thin Lizzy
smells like teen spirit black widow opening credits | think up anger,2,2,Smells Like Teen Spirit - Black Widow Opening Credits / Think Up Anger
she blinded me with science | thomas dolby,2,2,She Blinded Me With Science / Thomas Dolby
playground love | thomas dutronc and youn sun nah,2,2,Playground Love / Thomas Dutronc & Youn Sun Nah
send me an angel | thrice,2,2,Send Me an Angel / Thrice
stereo tonic | thunderball,2,2,Stereo Tonic / Thunderball
voices carry | til tuesday,2,2,Voices Carry / Til Tuesday
voices carry | til tuesday voices carry,2,2,Voices Carry / Til Tuesday Voices Carry (Expanded Edition)
wouldnt it be good | tim n jess,2,2,Wouldn't It Be Good / Tim 'n Jess
personal jesus | tim barton,2,2,Personal Jesus / Tim Barton
tiny dancer elton john | tim wegmeyer,2,2,Tiny Dancer - Elton John (Cover) / Tim Wegmeyer
in air tonight | tizah liyah ipvgpzqsiep,2,2,In the Air Tonight / Tizah Liyah$$$_iPvgpzqSIeP
fall down | toad wet sprocket,2,2,Fall Down / Toad The Wet Sprocket
walk on ocean | toad wet sprocket,2,2,Walk On the Ocean / Toad the Wet Sprocket
estupido rapaz | tom ze,2,1,Estúpido Rapaz / Tom Zé
quero pensar | tom ze,2,1,Quero Pensar (A Mulher De Bath) / Tom Zé
vai | tom ze,2,1,Vai (Menina Amanhã De Manhã) / Tom Zé
chasing cars | tommee profitt,2,2,Chasing Cars / Tommee Profitt
in end | tommee profitt,4,4,In The End / Tommee Profitt
smells like teen spirit | tommee profitt,2,2,Smells Like Teen Spirit / Tommee Profitt
mad world | tommee profitt and 2wei,2,2,Mad World / Tommee Profitt & 2WEI feat. Fleurie
867 5309 jenny | tommy tutone,1,2,867 5309 / Jenny / Tommy Tutone
sober | tool,2,2,Sober / TOOL
six underground | torii wolf,2,2,Six Underground / Torii Wolf
habits | tove lo,2,2,Habits (Stay High) / Tove Lo
drops of jupiter | train,2,2,Drops of Jupiter / Train
all young dudes | travis,3,3,All the Young Dudes / Travis
baby one more time | travis,3,3,Baby One More Time / Travis
be my baby | travis,2,2,Be My Baby / Travis
dont be shy | travis,2,2,Don't Be Shy / Travis
give me some truth | travis,2,2,Give Me Some Truth / Travis
here comes sun | travis,3,3,Here Comes the Sun / Travis
killer queen | travis,2,2,Killer Queen / Travis
reason | travis,3,3,Reason (feat. Susie Hug) / Travis
river | travis,2,2,River / Travis
urge for going | travis,2,2,The Urge for Going / Travis
weight | travis,2,2,The Weight / Travis
unbelievers | travis,2,2,Unbelievers / Travis
youre a big girl now | travis,2,2,You're a Big Girl Now / Travis
wild world | trent dabbs,2,2,Wild World / Trent Dabbs
mayonaise smashing pumpkins | trey nichols,2,2,Mayonaise - The Smashing Pumpkins (Cover by Trey Nichols) / Trey Nichols
aftermath | tricky,2,2,Aftermath / Tricky
hell is round corner | tricky,2,2,Hell Is Round The Corner / Tricky
overcome | tricky,2,2,Overcome / Tricky
pumpkin | tricky,2,2,Pumpkin / Tricky
overcome | tricky martina topley bird,2,2,"Overcome / Tricky, Martina Topley-Bird"
emma louise covers alt j tessellate for like a version | triple j,2,2,Emma Louise covers alt-J 'Tessellate' for Like A Version / triple j
lily allen family man | triple j,2,2,Lily Allen - 'Family Man' (live for Like A Version) / triple j
lumineers cover talking heads this must be place for like a version | triple j,2,2,The Lumineers cover Talking Heads 'This Must Be The Place (Naive Melody)' for Like A Version / triple j
into everything | telepopmusik,2,1,Into Everything / Télépopmusik
love can damage your health | telepopmusik,2,1,Love Can Damage Your Health / Télépopmusik
smile | telepopmusik,2,1,Smile / Télépopmusik
11 oclock tick tock | u2,2,2,11 O'Clock Tick Tock / U2
bad | u2,2,2,Bad (live) / U2
electrical storm | u2,2,2,Electrical Storm / U2
staring at sun | u2,2,2,Staring At The Sun / U2
electric co | u2,2,2,The Electric Co. / U2
fly | u2,2,2,The Fly / U2
with or without you | u2,3,3,With Or Without You / U2
dancing with tears in my eyes | ultravox,3,3,Dancing With Tears in My Eyes / Ultravox
take on me | united rhythms of brazil,2,2,Take on Me (Electrobossa Mix) / United Rhythms of Brazil
lonely soul | unkle,2,2,Lonely Soul / UNKLE
rabbit in your headlights | unkle,2,2,Rabbit In Your Headlights / UNKLE
come undone | urban love,2,2,Come Undone / Urban Love
roads | urban love,2,2,Roads / Urban Love
wicked game | ursine vulpine,2,2,Wicked Game / Ursine Vulpine
dont change | vance joy,2,2,Don't Change / Vance Joy
dont take your love away | vast,2,2,Don't Take Your Love Away / VAST
touched | vast,2,2,Touched / VAST
tessellate | versa,2,2,Tessellate (Live) / VERSA
dance hall days | wang chung,2,2,Dance Hall Days / Wang Chung
ashes to ashes | warpaint,2,2,Ashes to Ashes / Warpaint
your woman | white town,2,2,Your Woman / White Town
motley crue | white zombie,2,1,Mötley Crüe / White Zombie
i kissed a girl | william fitzsimmons,2,2,I Kissed a Girl / William Fitzsimmons
6 underground | xhoana x,2,2,6 UNDERGROUND / XHOANA X
today | yellowcard,2,2,Today / Yellowcard
take me out | young summer,2,2,Take Me Out / Young Summer
cough syrup | young giant,2,2,Cough Syrup / Young the Giant
my body | young giant,2,2,My Body / Young The Giant
royals | youth in revolt,2,2,Royals / Youth in Revolt
rainbow connection | zee avi,2,2,Rainbow Connection / Zee Avi
seven nation army | zella day,2,2,Seven Nation Army / Zella Day
wonderwall | zella day,2,2,Wonderwall / Zella Day
you sexy thing | zella day,2,2,You Sexy Thing / Zella Day
destiny | zero 7,3,3,Destiny / Zero 7
this world | zero 7,2,2,This World / Zero 7
destiny | zero 7 sia sophie barker,2,2,"Destiny / Zero 7, Sia, Sophie Barker"
lost song | olafur arnalds,2,1,Lost Song / Ólafur Arnalds
erase rewind | ,2,2,Erase Rewind / Группа Свои
between a rock and a hard place | rolling stones,1,2,Between a Rock and a Hard Place / Rolling Stones
ace of spades | motorhead,2,1,Ace of Spades / Motörhead
shout at devil | motley crue,2,1,Shout at the Devil / Mötley Crüe
wild side | motley crue,2,1,Wild Side / Mötley Crüe
giant | ,2,1,Giant / The The
ultraviolet | u2,2,2,Ultraviolet / U2
